하위 페이지 번호,자격요건,우대사항
261,"['• 머신러닝 및 딥러닝에 대한 심도 있는 지식 및 서비스 개발 경험을 보유하신 분• 컴퓨터공학, 데이터베이스에 대한 기본 지식을 보유하신 분• Python, SQL을 활용한 소프트웨어 개발 능력을 보유하신 분• 컴퓨터공학, 통계학, 산업공학 등의 관련 학과 졸업자 혹은 이에 상응하는 경험 및 역량을 보유하신 분• 5~8년의 유관 경력을 보유하신 분 (관련 전공 석사 학위 소지자의 경우, 학위 기간 경력 인정)• 원만한 커뮤니케이션 스킬로 타 직군과의 원활한 협업이 가능하신 분']",['• 가독성 및 유지보수성을 고려한 모델링 코드 작성 및 문서화 능력을 갖추신 분• 대용량 데이터 분석 및 빅데이터 인프라 활용 경험이 있으신 분• AWS에서의 서비스 개발 및 운영 경험이 있으신 분• Data-driven Thinking 기반으로 다양하고 복잡한 문제를 해결해본 경험이 있으신 분• IT/커머스 업계 또는 스타트업 근무 경험을 보유하신 분']
262,"['•  최신 논문을 빠르게 이해하고 구현할 수 있는 분•  ML 프레임워크(Tensorflow, Pytorch, MXNet 등)을 이용하여 딥러닝 학습 구현이 가능하신 분•  새로운 연구 분야에 도전하는 것을 즐기시는 분•  Python 을 이용한 프로그래밍이 능숙하신 분']",['•  대표 AI 컨퍼런스 및 저널 논문 주저자 1편 이상 경력을 보유하신 분•  AI 기술과 AI 기술 기반 서비스에 대한 이해도가 있으신 분•  멀티모달 데이터에 관심이 많으신 분•  코드 품질에 대한 집착이 있으신 분']
263,['• 자연어처리 인공지능 모델링 또는 Fine-tuning을 해보신 분이 필요해요. • ChatGPT API 사용 및 후처리 알고리즘을 개발해보신 분이면 좋아요. • 다른 팀원분들과 원활한 소통과 협업이 가능 하신 분이 필요해요. • 변화가 빠른 인공지능 모델을 지속적으로 탐구할 분이면 좋아요.'],"['• 인공지능 모델을 직접 학습하고 운영해보신 분• 특히 LLaMA, Gemma와 같이 큰 모델 경험이 있으신 분• 최신 자연어처리 모델 트렌드를 놓치고 싶지 않으신 분• MLOps에 관심이 있으신 분• 누구보다 빠르게 성장하고 싶으신 분']"
264,"['• 자연어 처리 관련 분야 (NLP, NLU, Q&A) 경력 3년 이상이신 분• 머신러닝 모델 서비스 적용 경험이 있으신 분• 머신러닝으로 해결하고자 하는 주제를 지속적으로 오래 고민해보신 분• 데이터 사이언스, 전기전자·컴퓨터공학 등 관련 전공 석사 이상 학위 취득하신 분']","['• 서비스 레벨의 추천 시스템 연구를 진행한 경험이 있으신 분• AWS, GCP 등 활용 경험이 있으신 분']"
265,['• 전자전기/컴퓨터공학 석사 또는 이와 비슷한 동종업계 경력• 딥러닝/머신러닝 관련 경험• C/C++ 또는 Python• MS or higher degree in CS/CE/EE(Candidate) or equivalent industry experience• Experience in the field of deep learning/ machine learning• Strong programming skills in C/C++ or Python'],"['• 전자전기/컴퓨터 공학관련 박사학위• 라이다/비전센서 인지(분류 등) 관련 프로젝트 경험(딥러닝/머신러닝 활용)• ADAS/Autonomous Driving 관련 업계 경험• Ph.D. in CS/CE/EE field(Especially computer vision, digital signal processing)• Experience in autonomous driving competition or development• Experience LiDAR / Vision sensor-related project(deep learning/machine learning)• Experience in deploying perception algorithms']"
266,"['필수 역량/경험입니다.• 생성 인공지능 모델을 만들어 보고, 이를 활용해 본 경험이 있으신 분• 오디오 신호 처리에 관한 기본적인 지식을 갖추신 분• 오디오 관련 인공지능 프로젝트 참여해 본 경험이 있으신 분• Pytorch, Python, Github, Linux을 능숙하게 다루시는 분• Github 프로젝트 경험이 있으신 분• 최신 기술 트렌드에 관심이 있으신 분• 능동적으로 목표를 설정하고, 주도적으로 목표를 성취하기 좋아하시는 분']",['우대 사항입니다.• 스타트업 근무 경험이 있으신 분• IT 기업 근무 경험이 있으신 분• 빠르게 변화하는 음악 산업의 혁신에 기여하고 싶으신 분']
267,"['- 통계학, 산업공학, 컴퓨터공학 또는 관련 분야에서 학사 학위 이상을 소지하신 분- 관련 분야에서의 데이터 분석 및 모델 개발 경력 2년 이상- Python을 활용한 데이터 전처리 및 분석(Machine Learning/Deep Learning)에 능숙하신 분- AI 모델의 설계부터 개발, 배포, 유지보수에 이르는 전 과정에 대한 실무 경험- 사용자 경험을 개선할 수 있는 비즈니스 모델 및 서비스 요구사항을 데이터 관점에서 이해하고 분석적으로 접근할 수 있는 능력']","['- 대규모 데이터셋에 대한 전처리 및 Feature Engineering 경험- Tensorflow, Keras 등 주요 Deep Learning 프레임워크를 활용한 프로젝트 경험- AI/ML 프로젝트 관리 경험 및 협업 툴 활용 능력- 관련 분야에서의 실무 경력 2~7년 이상, 특히 신발 사이즈 추천 시스템과 유사한 개발 경험자 우대- 웹/앱 서비스 개발 경험자- 글로벌 서비스를 운영해본 경험- 애자일 스프린트 환경에서의 개발 경험- 좋은 것은 전파하는 습관이 있는 분- 영어 가능하신 분']"
268,['• 3년 이상의 유관 경험을 보유하신 분• 프로젝트 시작부터 인사이트 도출까지의 전 과정을 주도하여 조직에 긍정적인 임팩트를 가져 온 경험이 있으신 분• 통계와 머신러닝/AI 에 대한 수학적 이해와 통계학적 지식을 가지신 분• 기초적인 SQL에 대한 이해를 바탕으로 데이터를 추출 및 가공할 수 있는 분 • 모델링 결과를 토대로 비즈니스에 활용하여 성과를 낸 경험이 있는 분• 데이터에 기반하여 논리적이고 명료한 커뮤니케이션이 가능하신 분'],"['• 다양한 머신러닝/AI 알고리즘을 활용하여 비즈니스 문제를 해결해 본 경험이 있으신 분• 시계열 데이터를 활용하여 다양한 프로젝트를 진행해 본 경험이 있으신 분• 추천/개인화 모델을 개발하여 실제 서비스에 적용해본 경험이 있으신 분• 수학/통계학/컴퓨터공학/산업공학 등의 분야에서 석사 이상의 학위를 가지신 분• AI, Data, ML 관련 초기 셋업 경험이 있으신 분• O2O 플랫폼, 이커머스 혹은 매칭 플랫폼에 대한 경험이 있으시거나 이에 준하는 이해도를 보유하신 분[직무를 소개해요]안녕하세요, 숨고 Data Chapter를 이끌어가고 있는 Anakin입니다. 6명의 Data Analyst와 1명의 Data Scientist로 구성된 숨고의 데이터 챕터에서 새로이 Data Scientist 를 모시게 되었습니다. Data Scientist는 Data Chapter에서 소속되어 최적화, 예측, 패턴과 같은 숨고의 다양한 고민 들을 일감으로 만들고 그 관계들을 구체화하는 일들을 하고 있습니다. Squad 에 소속되어 있지는 않지만, 경우에 따라서 PO, Data Analyst, Data Engineer 분들과 협력하여, 프로 젝트를 진행해나갑니다. 예를 들어, 현재 PO와 함께 숨고의 매칭 알고리즘을 고도화하고, 이상 탐지 모델과 관련된 프로젝트들을 진행하고 있습니다. Data Scientist에게 있어 숨고는 매력적인 서비스이자 조직입니다. 우리는 ‘사람들을 연결하여 삶의 질을 높인다’는 비전 아 래 고수와 고객에게 더 많은 연결의 가치를 선사하기 위해 힘쓰고 있으며, 각기 다른 특색을 가진 1,000여개의 서비스와 상반된 성향을 가진 고수와 고객을 고려한 다양한 프로젝트들을 주도적으로 시도해볼 수 있는 환경입니다. 이 과정에서 새로운 ML 방법론을 선정해서 프로 젝트에 녹여볼 수도 있고, 현재 준비 중인 ML 도입에 대한 프로젝트의 전 과정을 경험해볼 수 있습니다. 그리고 누구보다도 성장에 대한 욕구가 강한 구성원들이 모여 다양한 주제의 스터디와 사이드 프로젝트를 주도하고 참여할 수 있는 환경이기도 합니다. 도전을 두려워 하지 않고, 성장에 대한 니즈가 있는 분이라면 같이 재밌게 일을 해볼 수 있을 것 같습니다. 세상에서 가장 매력적인 능력자 “고수”들을 “고객”들과 연결하여 더욱 편리한 세상을 만드는데 기여하는 여정을 우리 함께 만들어 갔으면 좋겠습니다!']"
269,"['• 딥러닝 관련 분야 학사 이상, 또는 그에 준하는 경험과 역량이 있는 분• 딥러닝 분야의 논문을 빠르게 이해하고, 구현하고, 검증할 수 있는 분• 기술 요구사항을 충족시키기 위해 끈기있게 파고들어갈 수 있는 분이력서와 본인의 강점을 나타내기에 적합한 포트폴리오를 제출해주시면 감사하겠습니다.[FAQ]Q. 포트폴리오는 어떤 내용을 담으면 좋을까요?A. 포트폴리오의 경우 분량은 중요하지 않으며 수행한 프로젝트에 대해서 기간과 기여율을 표기하고 핵심적인 부분을 강조하여 설명해주시면 됩니다. 코드를 첨부할 필요는 없으며 중요한 부분은 디테일하게 표현해주시면 도움이 됩니다. 구글슬라이드 형식을 추천해드리고 있습니다.Q. 포트폴리오를 제출해야하는 이유가 궁금합니다.A. 1. 기술(technology)을 어떻게 기술(description)하는지에 대해서 중요하게 여깁니다. 2. 인터뷰시에 구두로 설명하시는것 보다 더 좋은 결과를 얻으실수 있따고 생각합니다. 3. 더 빠르게 채용 프로세스를 진행하는데에 서로 도움이 됩니다.']","['• 인공지능 관련 분야 석사 또는 그에 준하는 경험과 실력이 있으신 분• 모델개발이외에 모델을 활용과 관련된 엔지니어링에도 관심이 있으신 분• 딥러닝, 알고리즘 관련 국제 학회 논문 게재 경험']"
270,"['• 컴퓨터 공학, 기계공학, 수학, 물리 또는 기타 관련된 전공의 석사 이상의 학위를 소지하고 계신 분• 기계 학습 관련 Conference나 Journal에 논문 출판 경험 및 프로젝트 경험이 있는 분• Vision (이미지 처리) 기술 관련 전문적인 지식이 있으신 분• 데이터 분석에 관련된 Python 패키지 및 PyTorch 딥러닝 프레임워크를 능숙하게 다룰 수 있으신 분• Git을 이용한 협업 경험이 있으신 분• 주도적으로 업무를 진행하고, 논리적인 커뮤니케이션 능력을 갖춘 분']",['• 관련 전공 박사 학위를 소지하신 분 혹은 석사 학위 후 관련 업계 경력이 3년 이상이신 분• 기계 학습 관련 소프트웨어 개발 및 엔지니어링 실무 경험이 있으신 분• Git을 이용한 협업에 능숙하신 분• Docker 사용에 능숙하신 분• Private Large Data를 다뤄본 경험이 있으신 분']
271,"['• 하나 이상의 서비스를 배포하고 사용자의 voc를 기반으로 이터레이션한 경험• 개발 경력 2년 이상 혹은 그에 준하는 실력• 아무리 어려운 문제라도 집착해서 문제를 해결하고자 하는 분• 실행력, 사고력, 학습능력이 빠른 분• 고객의 목소리와 데이터를 기반으로 제품과 비즈니스를 만들어가는 분• 고객의 숨은 니즈를 파악해서 제품으로 구현할 능력을 갖춘 분• 세상에 큰 임팩트를 만들고 싶은 분기술 스택 *모든 스택에 대한 경험을 기대하지 않습니다. 다만 빨리 배우고 슥듭이 가능하기를 기대합니다.• Python, Electron, React 등의 개발 경험과 사용에 익숙하신 분• \x08TypeScript, Node.js 등에 익숙한 분• \x08Windows 녹화 등을 위한 C#, C++에 대한 지식']","['• 게임을 즐겨하는 게이머• 영상 편집, 소셜 미디어 서비스, windows 앱 개발 경험이 있는 분• 애자일 프로세스에 익숙하신 분• 스스로 특정한 문제를 해결해서 임팩트를 만든 경험이 있는 분• 웹,앱 개발 후 배포까지 진행해서 결과를 만들어낸 경험이 있는 분 (실패한 경험이여도 좋습니다.)• 인공지능 개발 및 관련 프로덕트 개발 경험• 비즈니스 수준 이상의 영어가 가능하신 분']"
272,['• Python을 능숙하게 사용할 수 있는 분• PyTorch 혹은 TensorFlow framework에 능숙하신 분• 논문을 읽고 구현 할 수 있는 개발 능력을 갖추신 분• 컴퓨터 관련 학위 혹은 관련 경험자 (신입무관)'],"['• ML 알고리즘과 딥러닝에 대한 이해, 기술을 빠르게 학습하고 구현• 논문을 읽고 구현 할 수 있는 개발 능력• 딥러닝 / 머신러닝 관련 석사 학위 이상• Kaggle 등 AI 관련 Challenge 수상 및 상위입상자']"
273,"['• 2년 이상의 관련 실무 경험자• Python, Go, Scala, Java, C++중 하나 이상의 언어에 능통하신 분• Deep Learning Framework(PyTorch, Tensorflow 등)를 능숙하게 사용 가능하신 분• 최신 머신러닝/딥러닝 연구 주제들에 대한 지식 및 구현 경험이 있으신 분• 훌륭한 의사소통 능력을 가지신 분']",['• 실제 제품/서비스에 머신러닝 기술을 적용해본 경험• 머신러닝 모델 배포 파이프라인을 구현해본 경험• Computer vision 또는 머신러닝 분야 석/박사 학위 소지자 (또는 동등한 전문적 경험)']
274,"['• Python 및 ML Framework (Tensorflow, PyTorch, Lightning, etc.) 숙련도• ML Lifecycle 및 MLOps에 대한 이해• 뛰어난 문제 해결 능력 및 협업 능력']","['• AWS, Azure, GCP 등 클라우드 플랫폼 경험• ML 소프트웨어 제품화 경험• MLOps 도구 및 프로세스에 대한 경험• 버전 관리와 협업을 위한 Git/Github 경험• 소프트웨어 컨테이너화 및 오케스트레이션을 위한 Docker/Docker Compose 경험• 의료/헬스케어 데이터 관련 경험• AI 관련 분야 논문 출판 기록 또는 학술적 성과']"
275,['[이런 분]• 머신러닝 모델 훈련과 서빙에 필요한 인프라에 대한 높은 이해도가 있으신 분• 3년 이상의 백엔드 서비스 혹은 머신러닝 서비스 개발/운영 경험이 있으신 분'],"['[우대 사항]• Azure 등 클라우드 서비스 사용에 이해가 있고, 실무 경험이 있으신 분• MLOps (ML Pipeline, Data Pipeline, AutoML, CI/CD) 구축 관련 경험이 있으신 분• Tensorflow/PyTorch 등 Deep Learning 프레임워크 사용에 익숙하신 분• 컨테이너 기반 환경(ex: Kubernetes)과 클라우드에서 개발 경험이 있으신 분']"
276,"['• 데이터가 정제되어있지 않고 알려진 정보가 없는 극한의 상황에서도 인내와 끈기를 가지고 결국 양질의 인사이트를 도출하시는 분• 제조업 데이터 분야에서 쉽게 얻을 수 없는 경험들을 통해 최고 레벨에 도달하고 싶으신 분• 팀으로 움직일 때 능력 발휘를 더 잘하시는 분• 문제해결 능력과 커뮤니케이션이 원활하신 분• 논문(영문)을 이해하고 요약 정리하는데 어려움이 없는 분• Pandas, Matplotlib 등의 패키지를 활용한 데이터 전처리, 분석, 모델링, 시각화 경험을 보유하신 분• 다른 직군과 협업을 통해 문제를 정의하고 해결책을 찾을 수 있는 분• 남성의 경우 군필']","['• 유관분야 석사 이상• 논문 및 특허 작성 경험• Kaggle, Dacon 등 Competition 경험자 및 우수 기록 보유자• 다양한 형태의 데이터 전처리 ~ 분석 결과 도출 프로젝트 수행 경험이 있는 분']"
277,"['• AI 및 머신러닝 분야에서의 학사 이상 학위 또는 이에 준하는 경험• 전문 지식 및 실무를 토대로 한 머신러닝 및 딥러닝 알고리즘 개발 능력• 데이터 분석 및 처리에 대한 전문 지식• NLP, 컴퓨터 비전, 음성 인식 등의 다양한 AI 기술에 대한 경험• 대규모 언어모델 및 대화 시스템, 코드 데이터셋에 대한 경험']","['• AI 분야 논문 출판 경험• 엘리스가 보유한 AI 챗봇과 같은 프로젝트 경험• LLM의 개발 경험• TTS, STT, 지식 트레이닝, Safe AI, 음성 인식/평가 등 다양한 AI 연구 또는 개발 경험• 교육 분야에 대한 열정과 관심을 가진 분']"
278,['• 경력 : 신입/경력 3년 ~ 10년(면접 후 결정)• 학력/자격 : 학사 또는 석사(전문연구요원 : 병역특례는 석사이상)• 나이/성별 : 무관'],"['• 전공 : 컴퓨터 공학 관련 학과• 데이터기반 진단보조 솔루션 개발 및 상용화 경험• 의료영상 분석 관련 학회 및 학술지 publication 경험• 의료분야의 AI 프로그램을 개발하여, 식약처 3등급 의료기기 인증을 받은 경험자• 관련 분야의 제품 개발 경험자• 관련 분야의 박사 학위 취득자• 관련 분야의 석사, 박사 학위 취득자• 병역특례 (학사이상 현역/보충역/전입자) 우대']"
279,"['- Python, TensorFlow, PyTorch 등의 머신 러닝 프레임워크 사용 경험이 있는 분- 실제 서비스에서 ML 모델 적용 및 MLOps 운영 경험이 있는 분- 데이터 분석과 활용을 위한 파이프라이닝 구성 및 대용량 데이터 처리 경험이 있는 분- Java 등 개발 언어와 Git, Docker, CI/CD 등의 개발 도구 활용 경험이 있는 분- 개발자, 데이터분석가 등 내부 구성원들과 원활한 협업을 위한 커뮤니케이션 역량을 보유한 분']","['- MLflow 등 MLOps 구축 및 운영 경험, Feature Store 구축 및 운영 경험- Java 등 개발 언어에 능숙하고 개발 환경에 대한 이해가 높으신 분- GenAI, 코파일럿을 활용한 서비스 개발 경험 있으신 분- Data Lake, BigQuery, Spark 등을 이용한 대용량 데이터 활용 경험이 있는 분- 컴퓨터 공학, 데이터 사이언스, ML 관련 분야 학위 보유자 및 AI 경진대회 수상경력 있으신 분전형안내- 서류 전형 ＞ 1차 인터뷰 ＞ 2차 인터뷰 ＞ 처우협의 ＞ 최종합격             *상기 절차는 기본적인 채용 절차이며, 상황에 따라 전형이 추가 또는 생략될 수 있습니다.']"
280,"['• 석사 학위 이상 소지자 (남성의 경우 병역필 또는 면제자)• 음성 인식, 음성 합성 등 음성 관련 분야 연구 또는 프로젝트 경험자• PyTorch, Tensorflow 등 딥러닝 프레임워크 사용 경험자• 최신 논문을 읽고 구현할 수 있는 분']",['• Multi-speaker TTS 또는 Voice Conversion 모델 개발 경험이 있으신 분• 딥러닝 기반 음성 합성 관련 논문 게재 경험이 있으신 분• 음성 데이터 수집 파이프라인 구축 경험이 있으신 분']
281,"['• 학력: 석사 이상• 공학/이학 계열 전공• 필요 지식: 수리통계학, 선형대수학• 필요 기술: Python(Tensorflow/Pytorch)• 최신 AI/ML 관련 논문/코드 분석, 재현 및 데이터 관리']","['• 박사 학위• 지식: 확률론, 해석학, 시계열 예측, 군집화, 생성 모형• 기술: Vue3, Go, Azure • 물류/제조 데이터 분석 경험• Teams, Notion, Figma 등 협업 도구 사용 경험']"
282,['• 포트폴리오 제출 필수• 머신러닝 관련 연구개발 경험이 있으신 분• 단순 모델 구현에 그치지 않고 문제에 맞춰 개선하고 연구하실 분• 논리적으로 사고하고 문제 해결 능력과 판단력이 탁월하신 분• 타인의 의견을 존중하고 논의를 통해 문제를 해결하실 분• 팀 플레이어로서 팀 내/외 협업과 커뮤니케이션에 익숙하신 분'],"['• Key-frame Extraction, 2D-Segmentation, NeRF, Point Cloud, 3D Reconstruction 중  관련 연구를 진행한 경험이 있으신 분• Video 도메인에서 관련 연구를 진행한 경험이 있으신 분• 컴퓨터비전 또는 의료영상 유관분야에서의 딥러닝 모델 연구 및 개발 경험 • 컴퓨터비전 관련 기본 전공 지식을 보유하신 분 (전공은 무관)• Few-shot learning, Meta learning 관련 연구를 진행한 경험이 있으신 분• AI 관련 최신 연구에 대한 이해도가 높으신 분• CVPR, ICCV, ECCV, ICLR, MICCAI 등 top tier conference 논문 개재 경험이 있으신 분']"
283,"['- 딥러닝 프레임워크(PyTorch, TensorFlow 등) 활용 능력- 프로그래밍 언어(Python, C/C++ 등) 활용 능력- 수리적, 논리적 분석을 통한 문제 해결 능력']","['- 경량화 및 딥러닝 모델, 학습 개발 경험 및 논문 실적이 있으신 분- 수학적 사고와 통계, 최적화 등 각종 수학 이론에 대한 이해가 높으신 분- NPU 또는 GPU에 대한 이해도가 높으신 분']"
284,"['• 3년 이상의 유관 경력이 있거나, 그에 준하는 실력을 보유하신 분• CS fundamentals (운영체제, 컴퓨터 시스템 아키텍처, 자료구조 및 알고리즘)에 대한 탄탄한 기본지식을 보유하신 분• 본인의 역할을 특정 분야로 한정짓지 않고, 서비스 개발의 모든 과정에 적극적으로 의견을 제시하고 이끌어나가는 주도적 업무 방식을 보유하신 분• 유저에게 새롭고 혁신적인 경험을 선사할 수 있는 새로운 서비스를 바닥부터 만들어가는 과정에 관심이 많으신 분• 공동의 목표 달성을 위해 서로 협력하고 서로에게 도움을 요청할 수 있는 긍정적이고 상호 존중하는 팀워크 자세를 보유하신 분• 백엔드 혹은 클라이언트(Web, Android, iOS) 개발 경험이 있으신 분• 기계학습과 딥러닝에 대한 관심과 기본적인 이해가 있으신 분• Python, JavaScript, Go, Java, Kotlin 중 한가지 이상 언어에 능숙하고, 그 외 프로그래밍 언어를 학습하여 사용이 가능하신 분• 학위나 국적은 무관합니다.']","['• 머신러닝 모델의 학습부터 서비스 배포, 추론 최적화까지 해보신 경험이 있으신 분• Zero-to-one으로, IT 프로덕트를 바닥부터 만들어보신 경험이 있으신 분• 다양한 개발 경험을 통해 여러 스택을 넘나드는 걸 좋아하고, 익숙하지 않은 환경에 빠르게 적응할 수 있는 분• 여러 개발 조직과 협업하며 업무를 진행한 경험이 있으신 분• 대규모 트래픽을 처리하는 백엔드 서버 개발 경험이 있으신 분• 영어에 능통하신 분']"
285,['[이런 분과 함께하고 싶어요]• 기존의 고정관념에 얽매이지 않고 도전을 좋아하는 실력 있는 분과 함께하고 싶어요• 적극적이고 능동적인 커뮤니케이션을 위해 노력하시는 분을 찾아요[자격요건]• 경력 2년 이상• 컴퓨터공학전공• 코딩을 잘 하고 손이 빠른 분'],"['• Python에 능숙하신 분, 손이 빠르신 분과 함께하고 싶어요• Django 경력을 우대해요(내부 개발 도구예요)']"
286,['[학력사항]• 4년제 대학교 석사 이상• 컴퓨터공학 등 유관 전공자[경력사항]• 데이터 모델링 경력 1년 이상[필요역량]• Data-Driven Decision Making이 가능토록 실험 설계 및 통계적 가설 검증이 가능한 분• Python을 통해 머신 러닝 모델 및 최적화 모델이 가능한 분• 데이터의 수집 및 처리를 위해 SQL 활용이 가능하신 분'],"['• 데이터 시각화 도구(Tableau 등) 사용이 가능하신 분• ML 프레임워크(Pytorch, Tensorflow, Keras 등) 활용이 가능하신 분• AWS, GCP 등 클라우드 사용 경험']"
287,"['[필수 경험과 역량]* 관련 경험/ 역량을 보유하시고 계시다면, 서류에 필수적으로 작성 부탁 드립니다.- 대용량 분산 처리 언어(C++, Java)를 활용한 엔지니어링 경험을 3년 이상 보유하신 분- 자료 구조, 데이터 모델링, 소프트웨어 아키텍처에 대한 이해도를 보유하신 분- 클라우드 환경에서의 엔지니어링 경험을 1년 이상 보유하신 분']","['[우대 사항]* 관련 경험/ 역량을 보유하시고 계시다면, 서류에 함께 작성 부탁 드립니다.- 머신러닝 알고리즘과 관련 툴 (Spark MLlib, Tensor Flow etc)을 활용하여 엔지니어링 경험을 1년 이상 보유하신 분- 테스트 결과의 통계 분석과, 그에 따른 모델 미세 조정을 경험하신 분- 분석 결과를 실제 프로덕션 서비스에 서비스 형태로 제공한 경험을 보유하신 분']"
288,"['클래스유의 신념, 미션, 비전에 공감하시는 분. ㆍ풀고있는 문제:  ']",['ㆍ 실제 사용되는 서비스 운영경험ㆍ Python 사용경험ㆍ AI 활용경험']
289,"['**이런 분을 모시고 싶어요**- Data Science, Data Analysis 팀과 협업 경험- 4년 이상의 Data Warehouse/Data Mart, data pipeline 설계 및 운영 경험- 뛰어난 SQL 사용 능력- Software(Java, Python) 개발 경험과 알고리즘 ,자료구조, 디자인 패턴에 대한 기본적인 이해']","['**이런 점이 있다면 더욱 좋아요**- AWS cloud에 대한 이해와 경험- Spark, Hive 등 빅데이터 처리에 대한 경험- Airbyte, DataHub, Snowflake, Airflow, Kafka, Flink 등 구축 및 운영 경험']"
290,['관련 분야 전공자 및 경력자관련 알고리듬 및 라이브러리 전문가석사 이상 학위 소지자 (전문연구요원)'],"['관련 분야 성과 (논문, 특허, 서비스 출시 등)']"
291,['[백엔드 개발자로 이런 분을 찾아요]#자격 요건• 최소 3년 이상의 Web-base 프러덕 개발 혹은 ML ops 경력이 있으신 분• Docker 등 컨테이너 기반 환경의 서비스 배포 경험 혹은 이해가 있으신 분• 고객의 관점에서 생각하고 고객의 경험을 우선시하여 개발하시는 분'],"['[이런 경험이 있으신 분이면 더 좋아요]#우대 사항• 영어 커뮤니케이션이 가능하신 분• Python을 이용한 백엔드 서버 개발 경험이 있으신 분• 데이터 분석, 마케팅 솔루션, 이커머스 등 리텐틱스 비즈니스 도메인에 대한 이해도 혹은 관련된 근무 경험이 있으신 분• AWS S3, Azure 등 클라우드 컴퓨팅을 활용한 개발 경험 및 클라우드 기반 웹 서비스에 대한 이해가 있으신 분• Serverless를 사용하여 배포한 경험이 있으신 분 • Pandas, Numpy 등 데이터 분석 라이브러리 사용 경험이 있으신 분 • 깊은 고민으로 문제의 root에서 부터 해결책을 모색하시는 분#리텐틱스의 기술 스택• 백엔드 개발에서는 주로 Python 혹은 Go를 사용합니다.• 데이터 처리/분석 라이브러리는 Pandas, NumPy를 사용합니다.• 프레임워크는 AWS Lambda로 대체하여 사용합니다.• 클라우드 환경은 AWS S3 를 사용합니다. • 데이터 베이스는 PostgreSQL을 사용합니다.']"
292,"['• AI/ML 모델 기획 및 개발 경험 3년 이상. • Python 통한 AI 개발 경험 3년 이상.• 컴퓨터공학, 통계학, 생명정보학 관련 경험자.']","['• 유전체 또는 단백체 기반 ML/DL/LLM 모델 개발 경험하신 분. • AWS 등의 클라우드를 사용 경험이 있으신 분. • TensorFlow, Keras, Pytorch 등 Deep Learning Framework 사용 경험이 있으신 분.']"
293,"['• DL/ML 분석 및 모델 개발 능력• Python, Tensorflow, Keras, Pytorch, 과학계산용 라이브러리 사용 능력• 경력 : 신입']","['• 제조, 물류 등 산업분야 AI 기술 적용 경험• 통계/분석 관련 지식• 시계열 분석, 이상 탐지, 신호 처리 기반 예측 모델링에 대한 지식• 특성인자 엔지니어링, 데이터 정규화, 모델 최적화, 하이퍼 파라미터 튜닝 분야의 경험• Java 프로그램 사용 능력• 다양한 심층신경망 개발 경험• DL/ML 어플리케이션 개발 경험• 컴퓨터 사이언스 및 빅데이터 분석관련 학과 석사, 박사 우대']"
294,"['• AI/ML에 대한 기본 지식과 적어도 한 개 이상의 특정 도메인에 대한 깊이 있는 지식을 갖추고, 관련 프로젝트 경험이 있으신 분• AI 기술의 서비스화에 관심이 많으신 분• Tensorflow, PyTorch, CatBoost, JAX 등 오픈소스 프레임워크 기반 개발역량을 포함한 파이썬 개발역량이 충분하신 분• ML 모델을 학습하고 서비스에 배포하기까지 필요한 엔지니어링 역량을 갖추신 분• Exploratory Data Analysis(EDA)를 통해, 데이터의 통계적 특성과 패턴을 발견하고 이를 ML 모델에 반영하실 수 있는 분• 구현체가 공개되지 않은 논문을 읽고 이를 빠르고 정확하게 구현할 수 있는 능력을 갖추신 분• 공개된 벤치마크 데이터 셋을 이용해 모델의 테스트 성능을 올리기 위해 여러 가지 모델링을 해본 경험이 있으신 분• 학위나 국적은 무관합니다.']","['• 실제 서비스에 AI 기술을 통합하고 주요 지표를 유의미하게 향상시켜 본 경험이 있으신 분• 기계학습 관련 학회 및 저널 게재 실적 혹은 AI 관련 대회 수상 실적이 있으신 분• 클라이언트(Android, iOS) 혹은 백엔드 개발 경험이 있으신 분• 기계학습 관련 오픈 소스 개발에 참여해 본 경험이 있으신 분• AI/ML 도메인 전반에 대한 이해를 갖추신 분• A/B 테스트 실험 기획 및 타겟 KPI 지표를 정의하고, SQL기반 데이터 분석을 진행한 경험이 있으신 분• 영어에 능통하신 분']"
295,"['• MLOps 구축 경험• FastAPI, Flask, Django 등 1개 이상의 웹 프레임워크 개발 경험• Numpy, Pandas 등을 이용한 데이터 처리 경험• 분산처리 시스템 개발 경험• Android, iOS 개발 경험• Aws, Azure, GCP 등의 클라우드 서비스 경험• MariaDB와 같은 DBMS DDL 작성 경험• 도커 사용 경험• AI 기술에 관심이 많으신 분• 도덕성 및 윤리 의식이 높으신 분']","['• Spring, React.js 등을 이용한 웹 개발 경험• Kafaka, Redis 등을 이용하여 대규모 서비스를 구축해보신 경험• Kubenetes, terraform, ansible 등을 이용한 컨테이너 오케스트레이션 경험• Large-scale 모델 학습에 대한 경험• 모델 최적화에 대한 경험• 딥러닝 프레임워크에 대한 경험• 보안에 대한 이해가 깊으신 분• 새로운 연구 분야에 도전하는 것을 즐기시는 분']"
